"","known_age","error_age"
"212",2,2
"213",2,1
"214",2,2
"215",2,2
"216",2,2
"217",2,2
"218",2,2
"219",2,3
"220",2,2
"221",2,2
"222",2,2
"223",2,3
"224",2,2
"225",2,2
"226",2,2
"227",2,2
"228",2,2
"229",2,2
"230",2,2
"231",2,2
"232",2,2
"233",2,2
"234",2,2
"235",2,2
"236",2,1
"237",2,2
"238",2,2
"239",2,2
"240",2,2
"241",2,1
"242",2,2
"243",2,2
"244",2,2
"245",2,2
"246",2,2
"247",2,2
"248",2,1
"249",2,2
"250",2,2
"251",2,2
"252",2,2
"253",2,2
"254",2,2
"255",2,2
"256",2,2
"257",2,2
"258",2,2
"259",2,2
"260",2,2
"261",2,2
"262",2,2
"263",2,2
"264",2,1
"265",2,2
"266",2,2
"267",2,2
"268",2,2
"269",2,3
"270",2,2
"271",2,2
"272",2,2
"273",2,2
"274",2,2
"275",2,2
"276",2,2
"277",2,2
"278",2,2
"279",2,2
"280",2,1
"281",2,2
"282",2,2
"283",2,2
"284",2,2
"285",2,2
"286",2,2
"287",2,2
"288",2,2
"289",2,2
"290",2,2
"291",2,3
"292",2,2
"293",2,2
"294",2,2
"295",2,2
"296",2,2
"297",2,2
"298",2,1
"299",2,2
"300",2,1
"301",3,3
"302",3,3
"303",3,4
"304",3,3
"305",3,3
"306",3,3
"307",3,3
"308",3,3
"309",3,3
"310",3,3
"311",3,3
"312",3,3
"313",3,3
"314",3,3
"315",3,3
"316",3,3
"317",3,3
"318",3,2
"319",3,4
"320",3,3
"321",3,3
"322",3,3
"323",3,2
"324",3,3
"325",3,3
"326",3,3
"327",3,3
"328",3,3
"329",3,3
"330",3,3
"331",3,3
"332",3,3
"333",3,3
"334",3,3
"335",3,3
"336",3,3
"337",3,3
"338",3,3
"339",3,3
"340",3,4
"341",3,4
"342",3,4
"343",3,3
"344",3,3
"345",3,2
"346",3,3
"347",3,4
"348",3,3
"349",3,3
"350",3,3
"351",3,4
"352",3,3
"353",3,3
"354",3,3
"355",3,3
"356",3,3
"357",3,3
"358",3,4
"359",3,3
"360",3,3
"361",3,3
"362",3,3
"363",3,3
"364",3,3
"365",3,3
"366",3,3
"367",3,3
"368",3,3
"369",3,3
"370",3,2
"371",3,3
"372",3,3
"373",3,3
"374",3,3
"375",3,3
"376",3,4
"377",3,3
"378",3,3
"379",3,3
"380",3,3
"381",3,2
"382",3,3
"383",3,3
"384",3,3
"385",3,3
"386",3,3
"387",3,3
"388",3,4
"389",3,3
"390",3,3
"391",3,3
"392",3,3
"393",3,3
"394",3,3
"395",3,2
"396",3,3
"397",3,3
"398",3,3
"399",3,3
"400",3,3
"401",4,3
"402",4,4
"403",4,4
"404",4,4
"405",4,4
"406",4,3
"407",4,3
"408",4,4
"409",4,3
"410",4,3
"411",4,4
"412",4,4
"413",4,4
"414",4,4
"415",4,5
"416",4,4
"417",4,4
"418",4,4
"419",4,4
"420",4,4
"421",4,4
"422",4,4
"423",4,4
"424",4,5
"425",4,4
"426",4,4
"427",4,4
"428",4,4
"429",4,4
"430",4,4
"431",4,3
"432",4,3
"433",4,4
"434",4,5
"435",4,4
"436",4,5
"437",4,4
"438",4,3
"439",4,4
"440",4,3
"441",4,4
"442",4,4
"443",4,4
"444",4,4
"445",4,4
"446",4,4
"447",4,4
"448",4,4
"449",4,4
"450",4,4
"451",4,4
"452",4,4
"453",4,4
"454",4,4
"455",4,4
"456",4,3
"457",4,5
"458",4,4
"459",4,4
"460",4,5
"461",4,4
"462",4,4
"463",4,4
"464",4,4
"465",4,4
"466",4,4
"467",4,4
"468",4,4
"469",4,4
"470",4,4
"471",4,4
"472",4,4
"473",4,4
"474",4,3
"475",4,4
"476",4,4
"477",4,4
"478",4,4
"479",4,4
"480",4,4
"481",4,4
"482",4,4
"483",4,4
"484",4,4
"485",4,4
"486",4,4
"487",4,4
"488",4,3
"489",4,4
"490",4,4
"491",4,4
"492",4,4
"493",4,4
"494",4,4
"495",4,4
"496",4,4
"497",4,4
"498",4,4
"499",4,4
"500",4,4
"501",5,5
"502",5,5
"503",5,5
"504",5,5
"505",5,5
"506",5,5
"507",5,5
"508",5,5
"509",5,5
"510",5,5
"511",5,6
"512",5,5
"513",5,5
"514",5,4
"515",5,6
"516",5,4
"517",5,5
"518",5,5
"519",5,5
"520",5,5
"521",5,5
"522",5,5
"523",5,5
"524",5,5
"525",5,5
"526",5,5
"527",5,6
"528",5,5
"529",5,5
"530",5,4
"531",5,5
"532",5,5
"533",5,5
"534",5,5
"535",5,5
"536",5,5
"537",5,4
"538",5,5
"539",5,5
"540",5,5
"541",5,5
"542",5,4
"543",5,5
"544",5,5
"545",5,5
"546",5,5
"547",5,5
"548",5,5
"549",5,5
"550",5,5
"551",5,5
"552",5,5
"553",5,4
"554",5,5
"555",5,5
"556",5,5
"557",5,5
"558",5,5
"559",5,6
"560",5,5
"561",5,5
"562",5,5
"563",5,6
"564",5,5
"565",5,5
"566",5,5
"567",5,5
"568",5,5
"569",5,5
"570",5,5
"571",5,5
"572",5,5
"573",5,5
"574",5,5
"575",5,4
"576",5,4
"577",5,5
"578",5,5
"579",5,5
"580",5,5
"581",5,5
"582",5,5
"583",5,5
"584",5,5
"585",5,6
"586",5,5
"587",5,5
"588",5,5
"589",5,5
"590",5,4
"591",5,5
"592",5,5
"593",5,5
"594",5,5
"595",5,5
"596",5,5
"597",5,5
"598",5,5
"599",5,5
"600",5,5
"601",6,6
"602",6,5
"603",6,6
"604",6,6
"605",6,6
"606",6,6
"607",6,6
"608",6,6
"609",6,6
"610",6,6
"611",6,6
"612",6,6
"613",6,6
"614",6,6
"615",6,5
"616",6,6
"617",6,6
"618",6,6
"619",6,6
"620",6,6
"621",6,7
"622",6,7
"623",6,7
"624",6,6
"625",6,6
"626",6,5
"627",6,7
"628",6,6
"629",6,6
"630",6,6
"631",6,5
"632",6,7
"633",6,6
"634",6,6
"635",6,6
"636",6,6
"637",6,6
"638",6,6
"639",6,6
"640",6,6
"641",6,6
"642",6,6
"643",6,6
"644",6,7
"645",6,6
"646",6,6
"647",6,6
"648",6,6
"649",6,6
"650",6,6
"651",6,6
"652",6,6
"653",6,6
"654",6,6
"655",6,6
"656",6,6
"657",6,7
"658",6,6
"659",6,6
"660",6,6
"661",6,7
"662",6,6
"663",6,7
"664",6,6
"665",6,7
"666",6,6
"667",6,6
"668",6,6
"669",6,6
"670",6,6
"671",6,5
"672",6,6
"673",6,6
"674",6,5
"675",6,7
"676",6,6
"677",6,7
"678",6,6
"679",6,6
"680",6,6
"681",6,6
"682",6,6
"683",6,6
"684",6,6
"685",6,6
"686",6,6
"687",6,6
"688",6,6
"689",6,7
"690",6,5
"691",6,6
"692",6,6
"693",6,6
"694",6,7
"695",6,6
"696",6,7
"697",6,5
"698",6,6
"699",6,6
"700",6,6
"701",7,6
"702",7,7
"703",7,8
"704",7,7
"705",7,7
"706",7,7
"707",7,7
"708",7,6
"709",7,7
"710",7,7
"711",7,7
"712",7,7
"713",7,9
"714",7,7
"715",7,8
"716",7,7
"717",7,8
"718",7,7
"719",7,7
"720",7,8
"721",7,7
"722",7,8
"723",7,7
"724",7,8
"725",7,6
"726",7,7
"727",7,8
"728",7,7
"729",7,7
"730",7,8
"731",7,7
"732",7,6
"733",7,7
"734",7,7
"735",7,7
"736",7,7
"737",7,7
"738",7,7
"739",7,8
"740",7,8
"741",7,7
"742",7,8
"743",7,7
"744",7,7
"745",7,7
"746",7,7
"747",7,8
"748",7,7
"749",7,8
"750",7,8
"751",7,8
"752",7,8
"753",7,7
"754",7,7
"755",7,8
"756",7,7
"757",7,7
"758",7,7
"759",7,7
"760",7,8
"761",7,8
"762",7,8
"763",7,7
"764",7,7
"765",7,7
"766",7,7
"767",7,7
"768",7,7
"769",7,7
"770",7,7
"771",7,7
"772",7,7
"773",7,7
"774",7,7
"775",7,8
"776",7,7
"777",7,7
"778",7,7
"779",7,7
"780",7,7
"781",7,7
"782",7,8
"783",7,7
"784",7,8
"785",7,8
"786",7,8
"787",7,7
"788",7,7
"789",7,7
"790",7,7
"791",7,8
"792",7,8
"793",7,7
"794",7,7
"795",7,8
"796",7,7
"797",7,7
"798",7,8
"799",7,7
"800",7,7
"801",8,8
"802",8,9
"803",8,8
"804",8,8
"805",8,9
"806",8,9
"807",8,8
"808",8,8
"809",8,8
"810",8,8
"811",8,8
"812",8,8
"813",8,8
"814",8,9
"815",8,8
"816",8,8
"817",8,8
"818",8,9
"819",8,9
"820",8,8
"821",8,8
"822",8,8
"823",8,9
"824",8,8
"825",8,9
"826",8,9
"827",8,8
"828",8,9
"829",8,9
"830",8,8
"831",8,9
"832",8,7
"833",8,8
"834",8,8
"835",8,9
"836",8,9
"837",8,9
"838",8,8
"839",8,8
"840",8,9
"841",8,8
"842",8,9
"843",8,8
"844",8,8
"845",8,8
"846",8,8
"847",8,9
"848",8,8
"849",8,8
"850",8,8
"851",8,8
"852",8,9
"853",8,9
"854",8,7
"855",8,9
"856",8,9
"857",8,8
"858",8,9
"859",8,9
"860",8,8
"861",8,9
"862",8,8
"863",8,9
"864",8,8
"865",8,8
"866",8,8
"867",8,8
"868",8,8
"869",8,9
"870",8,8
"871",8,8
"872",8,8
"873",8,9
"874",8,9
"875",8,9
"876",8,8
"877",8,9
"878",8,8
"879",8,9
"880",8,9
"881",8,9
"882",8,8
"883",8,9
"884",8,9
"885",8,8
"886",8,8
"887",8,9
"888",8,8
"889",8,8
"890",8,9
"891",8,8
"892",8,8
"893",8,8
"894",8,9
"895",8,9
"896",8,8
"897",8,8
"898",8,8
"899",8,8
"900",8,8
"901",9,10
"902",9,10
"903",9,10
"904",9,10
"905",9,10
"906",9,9
"907",9,10
"908",9,9
"909",9,10
"910",9,10
"911",9,10
"912",9,10
"913",9,9
"914",9,9
"915",9,10
"916",9,10
"917",9,10
"918",9,9
"919",9,11
"920",9,10
"921",9,10
"922",9,9
"923",9,10
"924",9,10
"925",9,9
"926",9,9
"927",9,9
"928",9,9
"929",9,10
"930",9,10
"931",9,9
"932",9,9
"933",9,9
"934",9,10
"935",9,10
"936",9,10
"937",9,10
"938",9,9
"939",9,9
"940",9,10
"941",9,10
"942",9,10
"943",9,9
"944",9,9
"945",9,11
"946",9,10
"947",9,10
"948",9,9
"949",9,9
"950",9,9
"951",9,10
"952",9,10
"953",9,9
"954",9,10
"955",9,9
"956",9,9
"957",9,9
"958",9,11
"959",9,9
"960",9,10
"961",9,10
"962",9,10
"963",9,9
"964",9,10
"965",9,10
"966",9,9
"967",9,9
"968",9,10
"969",9,10
"970",9,9
"971",9,10
"972",9,10
"973",9,10
"974",9,9
"975",9,10
"976",9,10
"977",9,10
"978",9,9
"979",9,10
"980",9,9
"981",9,10
"982",9,10
"983",9,10
"984",9,11
"985",9,10
"986",9,10
"987",9,9
"988",9,10
"989",9,10
"990",9,10
"991",9,10
"992",9,11
"993",9,10
"994",9,9
"995",9,10
"996",9,9
"997",9,10
"998",9,10
"999",9,9
"1000",9,10
"1001",10,10
"1002",10,11
"1003",10,11
"1004",10,12
"1005",10,11
"1006",10,12
"1007",10,12
"1008",10,11
"1009",10,11
"1010",10,11
"1011",10,12
"1012",10,11
"1013",10,11
"1014",10,12
"1015",10,11
"1016",10,10
"1017",10,11
"1018",10,11
"1019",10,11
"1020",10,10
"1021",10,11
"1022",10,11
"1023",10,11
"1024",10,11
"1025",10,12
"1026",10,11
"1027",10,11
"1028",10,10
"1029",10,11
"1030",10,11
"1031",10,11
"1032",10,11
"1033",10,11
"1034",10,11
"1035",10,11
"1036",10,11
"1037",10,12
"1038",10,11
"1039",10,11
"1040",10,10
"1041",10,11
"1042",10,11
"1043",10,11
"1044",10,12
"1045",10,10
"1046",10,11
"1047",10,11
"1048",10,10
"1049",10,11
"1050",10,11
"1051",10,11
"1052",10,11
"1053",10,11
"1054",10,11
"1055",10,11
"1056",10,11
"1057",10,10
"1058",10,11
"1059",10,11
"1060",10,11
"1061",10,11
"1062",10,11
"1063",10,11
"1064",10,11
"1065",10,11
"1066",10,11
"1067",10,11
"1068",10,11
"1069",10,10
"1070",10,10
"1071",10,10
"1072",10,11
"1073",10,11
"1074",10,11
"1075",10,12
"1076",10,11
"1077",10,11
"1078",10,11
"1079",10,12
"1080",10,11
"1081",10,11
"1082",10,10
"1083",10,11
"1084",10,11
"1085",10,11
"1086",10,12
"1087",10,12
"1088",10,11
"1089",10,10
"1090",10,11
"1091",10,10
"1092",10,11
"1093",10,10
"1094",10,11
"1095",10,11
"1096",10,12
"1097",10,11
"1098",10,12
"1099",10,11
"1100",10,10
"1101",11,12
"1102",11,13
"1103",11,12
"1104",11,11
"1105",11,13
"1106",11,11
"1107",11,13
"1108",11,13
"1109",11,12
"1110",11,12
"1111",11,12
"1112",11,12
"1113",11,12
"1114",11,13
"1115",11,14
"1116",11,12
"1117",11,13
"1118",11,13
"1119",11,12
"1120",11,13
"1121",11,12
"1122",11,13
"1123",11,13
"1124",11,11
"1125",11,13
"1126",11,13
"1127",11,13
"1128",11,12
"1129",11,13
"1130",11,13
"1131",11,13
"1132",11,12
"1133",11,13
"1134",11,12
"1135",11,12
"1136",11,12
"1137",11,13
"1138",11,13
"1139",11,12
"1140",11,12
"1141",11,12
"1142",11,13
"1143",11,12
"1144",11,12
"1145",11,12
"1146",11,12
"1147",11,12
"1148",11,13
"1149",11,13
"1150",11,12
"1151",11,12
"1152",11,12
"1153",11,12
"1154",11,12
"1155",11,12
"1156",11,13
"1157",11,12
"1158",11,13
"1159",11,12
"1160",11,12
"1161",11,13
"1162",11,12
"1163",11,12
"1164",11,12
"1165",11,12
"1166",11,12
"1167",11,12
"1168",11,12
"1169",11,12
"1170",11,11
"1171",11,12
"1172",11,12
"1173",11,12
"1174",11,12
"1175",11,12
"1176",11,12
"1177",11,12
"1178",11,12
"1179",11,12
"1180",11,12
"1181",11,12
"1182",11,13
"1183",11,12
"1184",11,13
"1185",11,13
"1186",11,12
"1187",11,12
"1188",11,13
"1189",11,12
"1190",11,12
"1191",11,13
"1192",11,13
"1193",11,13
"1194",11,12
"1195",11,13
"1196",11,12
"1197",11,12
"1198",11,13
"1199",11,13
"1200",11,13
"1201",12,13
"1202",12,14
"1203",12,14
"1204",12,13
"1205",12,14
"1206",12,13
"1207",12,14
"1208",12,14
"1209",12,13
"1210",12,14
"1211",12,14
"1212",12,14
"1213",12,14
"1214",12,14
"1215",12,14
"1216",12,14
"1217",12,13
"1218",12,14
"1219",12,13
"1220",12,13
"1221",12,13
"1222",12,14
"1223",12,14
"1224",12,13
"1225",12,13
"1226",12,13
"1227",12,14
"1228",12,13
"1229",12,13
"1230",12,14
"1231",12,13
"1232",12,14
"1233",12,13
"1234",12,14
"1235",12,13
"1236",12,14
"1237",12,14
"1238",12,13
"1239",12,14
"1240",12,14
"1241",12,13
"1242",12,14
"1243",12,13
"1244",12,13
"1245",12,14
"1246",12,14
"1247",12,13
"1248",12,14
"1249",12,14
"1250",12,13
"1251",12,13
"1252",12,14
"1253",12,14
"1254",12,13
"1255",12,14
"1256",12,13
"1257",12,14
"1258",12,14
"1259",12,13
"1260",12,14
"1261",12,14
"1262",12,13
"1263",12,14
"1264",12,13
"1265",12,13
"1266",12,14
"1267",12,13
"1268",12,14
"1269",12,14
"1270",12,13
"1271",12,14
"1272",12,14
"1273",12,13
"1274",12,14
"1275",12,14
"1276",12,14
"1277",12,14
"1278",12,14
"1279",12,14
"1280",12,14
"1281",12,14
"1282",12,14
"1283",12,14
"1284",12,13
"1285",12,14
"1286",12,14
"1287",12,14
"1288",12,13
"1289",12,13
"1290",12,14
"1291",12,14
"1292",12,14
"1293",12,14
"1294",12,13
"1295",12,14
"1296",12,14
"1297",12,13
"1298",12,14
"1299",12,14
"1300",12,14
"1301",13,14
"1302",13,14
"1303",13,14
"1304",13,14
"1305",13,14
"1306",13,14
"1307",13,14
"1308",13,14
"1309",13,14
"1310",13,14
"1311",13,14
"1312",13,14
"1313",13,14
"1314",13,14
"1315",13,14
"1316",13,14
"1317",13,14
"1318",13,14
"1319",13,14
"1320",13,14
"1321",13,14
"1322",13,14
"1323",13,14
"1324",13,14
"1325",13,14
"1326",13,14
"1327",13,14
"1328",13,14
"1329",13,14
"1330",13,14
"1331",13,14
"1332",13,14
"1333",13,14
"1334",13,14
"1335",13,14
"1336",13,14
"1337",13,14
"1338",13,14
"1339",13,14
"1340",13,14
"1341",13,14
"1342",13,14
"1343",13,14
"1344",13,14
"1345",13,14
"1346",13,14
"1347",13,14
"1348",13,14
"1349",13,14
"1350",13,14
"1351",13,14
"1352",13,14
"1353",13,14
"1354",13,14
"1355",13,14
"1356",13,14
"1357",13,14
"1358",13,14
"1359",13,14
"1360",13,14
"1361",13,14
"1362",13,14
"1363",13,14
"1364",13,14
"1365",13,14
"1366",13,14
"1367",13,14
"1368",13,14
"1369",13,14
"1370",13,14
"1371",13,14
"1372",13,14
"1373",13,14
"1374",13,14
"1375",13,14
"1376",13,14
"1377",13,14
"1378",13,14
"1379",13,14
"1380",13,14
"1381",13,14
"1382",13,14
"1383",13,14
"1384",13,14
"1385",13,14
"1386",13,14
"1387",13,14
"1388",13,14
"1389",13,14
"1390",13,14
"1391",13,14
"1392",13,14
"1393",13,14
"1394",13,14
"1395",13,14
"1396",13,14
"1397",13,14
"1398",13,14
"1399",13,14
"1400",13,14
"1401",14,14
"1402",14,14
"1403",14,14
"1404",14,14
"1405",14,14
"1406",14,14
"1407",14,14
"1408",14,14
"1409",14,14
"1410",14,14
"1411",14,14
"1412",14,14
"1413",14,14
"1414",14,14
"1415",14,14
"1416",14,14
"1417",14,14
"1418",14,14
"1419",14,14
"1420",14,14
"1421",14,14
"1422",14,14
"1423",14,14
"1424",14,14
"1425",14,14
"1426",14,14
"1427",14,14
"1428",14,14
"1429",14,14
"1430",14,14
"1431",14,14
"1432",14,14
"1433",14,14
"1434",14,14
"1435",14,14
"1436",14,14
"1437",14,14
"1438",14,14
"1439",14,14
"1440",14,14
"1441",14,14
"1442",14,14
"1443",14,14
"1444",14,14
"1445",14,14
"1446",14,14
"1447",14,14
"1448",14,14
"1449",14,14
"1450",14,14
"1451",14,14
"1452",14,14
"1453",14,14
"1454",14,14
"1455",14,14
"1456",14,14
"1457",14,14
"1458",14,14
"1459",14,14
"1460",14,14
"1461",14,14
"1462",14,14
"1463",14,14
"1464",14,14
"1465",14,14
"1466",14,14
"1467",14,14
"1468",14,14
"1469",14,14
"1470",14,14
"1471",14,14
"1472",14,14
"1473",14,14
"1474",14,14
"1475",14,14
"1476",14,14
"1477",14,14
"1478",14,14
"1479",14,14
"1480",14,14
"1481",14,14
"1482",14,14
"1483",14,14
"1484",14,14
"1485",14,14
"1486",14,14
"1487",14,14
"1488",14,14
"1489",14,14
"1490",14,14
"1491",14,14
"1492",14,14
"1493",14,14
"1494",14,14
"1495",14,14
"1496",14,14
"1497",14,14
"1498",14,14
"1499",14,14
"1500",14,14
